N,P,K,temperature,humidity,ph,rainfall,label
46,24,41,28.7,72.4,6.6,504.3,Groundnut
45,25,40,26.4,74.9,6.2,546.6,Groundnut
47,24,39,28.0,74.5,6.5,450.1,Groundnut
53,27,44,26.7,69.2,6.2,529.1,Groundnut
52,24,40,29.0,68.8,6.0,481.6,Groundnut
55,25,39,30.7,67.7,6.8,452.1,Groundnut
45,25,44,27.8,75.0,7.1,520.8,Groundnut
48,27,41,25.8,69.2,6.7,510.5,Groundnut
54,27,37,29.2,68.9,5.9,475.2,Groundnut
46,28,42,26.6,73.0,6.4,515.0,Groundnut
50,23,37,27.1,63.4,6.4,528.1,Groundnut
46,22,41,26.6,76.3,6.5,491.2,Groundnut
50,23,40,28.8,71.0,6.1,534.5,Groundnut
51,25,38,27.0,64.2,6.0,471.3,Groundnut
54,28,36,27.8,63.4,6.0,505.4,Groundnut
55,23,44,30.4,71.8,6.5,537.6,Groundnut
54,26,40,25.4,75.1,6.5,504.8,Groundnut
55,28,36,28.7,63.7,5.9,455.4,Groundnut
49,23,40,27.3,66.7,6.1,542.4,Groundnut
52,25,43,28.6,69.4,6.2,529.3,Groundnut
51,24,40,29.7,72.8,6.4,516.8,Groundnut
48,22,38,27.7,67.8,6.3,465.9,Groundnut
52,27,37,25.3,64.0,6.0,516.2,Groundnut
49,25,44,26.0,63.5,6.1,543.6,Groundnut
51,28,43,26.7,63.2,6.6,465.3,Groundnut
54,24,44,28.6,72.1,6.4,461.8,Groundnut
52,23,43,28.1,76.0,6.0,456.9,Groundnut
48,25,42,29.8,75.8,7.1,471.3,Groundnut
52,26,42,25.8,71.0,7.0,548.7,Groundnut
50,26,36,27.6,68.7,7.0,473.8,Groundnut
47,27,42,30.4,64.1,6.1,453.4,Groundnut
47,26,44,30.4,75.6,5.9,536.3,Groundnut
51,23,41,26.4,70.6,7.1,472.0,Groundnut
48,26,40,26.9,69.5,6.5,491.0,Groundnut
45,26,41,29.1,76.1,6.2,482.1,Groundnut
46,26,38,26.2,66.0,6.9,476.8,Groundnut
48,27,42,27.7,63.6,6.3,519.8,Groundnut
52,23,43,27.8,72.6,7.1,451.8,Groundnut
46,28,39,26.3,71.4,6.8,464.5,Groundnut
51,23,38,29.9,74.3,7.0,529.6,Groundnut
50,22,44,28.1,69.6,6.4,521.2,Groundnut
53,23,38,26.8,75.2,5.9,549.0,Groundnut
53,22,36,26.3,65.1,6.4,459.1,Groundnut
48,27,42,30.5,73.7,7.0,450.2,Groundnut
46,27,44,28.3,65.9,6.9,456.6,Groundnut
46,26,42,25.5,75.1,6.6,511.1,Groundnut
47,25,37,28.1,73.5,7.0,530.4,Groundnut
53,26,39,30.7,65.5,6.2,521.3,Groundnut
51,25,39,29.5,75.1,6.8,504.5,Groundnut
49,26,44,29.8,66.4,6.7,475.1,Groundnut
45,27,36,27.7,75.3,6.6,468.3,Groundnut
45,27,41,25.4,71.9,6.8,476.4,Groundnut
50,27,42,29.4,63.2,7.0,533.9,Groundnut
49,25,41,28.2,67.5,6.7,549.8,Groundnut
46,24,42,30.0,73.4,6.1,462.8,Groundnut
55,24,39,30.3,73.9,6.5,529.2,Groundnut
48,24,40,26.8,65.0,6.2,537.4,Groundnut
45,23,42,27.8,73.3,6.4,495.9,Groundnut
46,25,37,27.3,63.4,6.0,549.4,Groundnut
53,22,41,30.0,64.7,7.1,505.0,Groundnut
48,23,42,26.2,65.1,6.7,525.5,Groundnut
53,22,38,28.7,63.2,6.4,499.4,Groundnut
51,28,40,27.7,65.5,6.6,452.5,Groundnut
53,26,42,28.3,69.1,6.5,498.5,Groundnut
52,23,42,28.2,67.9,5.9,539.2,Groundnut
46,25,44,25.2,76.2,6.7,497.1,Groundnut
47,23,43,27.9,66.1,6.9,520.3,Groundnut
48,23,44,27.6,66.9,6.2,493.4,Groundnut
52,25,42,28.9,67.6,6.7,495.5,Groundnut
53,23,43,27.5,66.9,6.4,483.8,Groundnut
55,23,42,30.0,67.7,7.1,516.2,Groundnut
50,28,37,27.6,71.4,7.1,455.6,Groundnut
48,25,38,29.4,76.3,6.1,455.0,Groundnut
50,24,40,28.2,67.5,6.8,484.5,Groundnut
48,23,43,29.3,75.1,6.4,493.3,Groundnut
55,23,41,27.1,64.2,6.6,508.8,Groundnut
49,27,37,26.8,71.4,6.5,506.9,Groundnut
53,23,40,28.7,66.9,6.7,516.8,Groundnut
55,23,44,25.8,67.4,6.3,470.3,Groundnut
52,27,38,30.0,72.8,7.1,464.2,Groundnut
51,22,37,27.8,74.9,6.7,498.8,Groundnut
53,24,36,29.6,70.4,6.4,467.5,Groundnut
48,24,37,30.6,65.3,6.5,459.7,Groundnut
53,27,38,30.6,75.4,6.4,474.4,Groundnut
52,27,40,30.2,63.6,6.7,466.6,Groundnut
52,23,43,29.0,71.8,6.4,501.0,Groundnut
49,23,41,29.3,74.9,6.9,460.1,Groundnut
53,22,44,25.4,68.9,5.9,526.1,Groundnut
49,22,38,30.1,66.6,6.2,494.1,Groundnut
49,28,37,26.3,68.3,6.0,466.6,Groundnut
52,26,43,29.7,66.1,6.0,461.3,Groundnut
50,24,39,30.4,74.1,6.7,458.4,Groundnut
49,28,42,27.0,71.3,6.9,485.1,Groundnut
47,26,37,30.0,74.1,6.7,471.4,Groundnut
52,24,44,29.1,72.2,5.9,527.9,Groundnut
52,24,38,27.5,72.8,6.8,548.6,Groundnut
49,25,42,28.2,72.4,6.5,465.5,Groundnut
53,22,40,28.7,71.3,6.9,469.1,Groundnut
54,26,43,28.2,65.2,6.6,494.1,Groundnut
47,22,41,29.0,70.0,6.5,484.1,Groundnut
49,27,37,29.6,74.4,6.0,520.4,Groundnut
50,24,41,30.1,66.1,7.1,472.9,Groundnut
53,28,39,28.8,73.5,6.4,480.7,Groundnut
46,24,44,29.6,76.5,7.1,530.5,Groundnut
55,25,36,26.5,73.8,7.1,516.2,Groundnut
47,26,43,27.7,71.8,6.1,545.8,Groundnut
46,20,36,29.1,59.6,7.1,441.5,Sesamum
44,22,35,31.2,58.1,7.0,422.7,Sesamum
47,24,34,29.4,57.3,7.2,471.5,Sesamum
42,22,39,30.1,60.1,6.6,424.9,Sesamum
43,21,32,27.5,54.1,7.0,410.8,Sesamum
47,25,37,31.4,64.6,6.4,443.8,Sesamum
49,23,38,29.9,61.1,7.1,494.7,Sesamum
47,23,32,30.1,61.8,7.1,458.0,Sesamum
45,24,31,32.4,65.0,6.4,428.7,Sesamum
47,21,31,27.3,61.4,6.3,454.3,Sesamum
45,22,32,31.0,54.2,6.9,443.7,Sesamum
46,22,35,28.0,57.7,6.6,472.4,Sesamum
47,20,31,29.4,57.2,7.4,465.3,Sesamum
44,19,37,30.7,61.4,7.2,438.3,Sesamum
41,21,37,30.2,57.4,6.5,413.4,Sesamum
47,20,32,27.8,59.2,6.7,410.2,Sesamum
50,23,34,30.0,63.5,7.3,467.9,Sesamum
50,24,36,32.3,57.6,7.3,435.1,Sesamum
48,25,33,28.9,59.3,6.4,486.6,Sesamum
46,23,33,30.1,64.5,6.5,432.0,Sesamum
45,21,35,27.6,63.3,6.3,439.1,Sesamum
46,24,34,31.8,59.7,6.8,459.5,Sesamum
47,24,38,28.5,54.1,7.3,451.8,Sesamum
45,20,33,29.5,55.9,7.1,425.0,Sesamum
46,22,33,28.6,55.0,6.2,412.3,Sesamum
44,23,37,28.5,63.6,6.2,428.9,Sesamum
47,22,34,29.3,57.6,6.2,487.8,Sesamum
47,20,37,27.5,59.4,7.0,490.8,Sesamum
49,24,39,28.7,61.2,6.7,471.8,Sesamum
43,22,36,28.2,56.1,6.9,409.5,Sesamum
48,24,35,31.6,54.1,7.3,463.1,Sesamum
47,21,36,31.3,54.1,7.2,477.6,Sesamum
43,22,35,30.2,58.8,6.6,406.8,Sesamum
41,20,32,32.7,56.8,7.2,419.7,Sesamum
47,22,39,29.4,58.7,7.4,488.6,Sesamum
43,20,37,29.9,54.5,6.3,435.5,Sesamum
46,22,34,32.4,59.0,6.2,431.4,Sesamum
43,24,39,30.5,61.1,6.4,487.1,Sesamum
47,20,33,30.2,57.3,7.4,422.8,Sesamum
43,20,39,31.7,56.1,6.5,448.7,Sesamum
43,22,38,29.1,63.4,6.2,479.1,Sesamum
46,21,37,27.5,56.6,7.3,413.5,Sesamum
40,22,37,32.8,61.8,6.5,481.9,Sesamum
50,20,33,30.8,64.0,7.1,465.9,Sesamum
48,22,34,29.3,60.3,6.3,464.3,Sesamum
48,23,33,29.6,54.6,6.8,465.5,Sesamum
43,22,32,30.3,55.2,7.2,448.1,Sesamum
47,19,32,28.0,54.9,6.2,488.6,Sesamum
48,23,34,29.6,63.7,6.4,430.1,Sesamum
40,21,33,29.5,54.6,6.9,459.1,Sesamum
49,24,38,31.3,65.5,6.3,470.1,Sesamum
43,22,35,31.2,57.1,7.3,489.2,Sesamum
48,24,34,28.4,64.0,7.3,421.7,Sesamum
41,25,34,28.5,64.3,6.8,494.9,Sesamum
44,23,32,27.7,65.3,7.0,409.8,Sesamum
45,23,37,29.0,65.4,6.1,483.8,Sesamum
50,20,32,28.3,63.2,6.4,473.9,Sesamum
49,25,38,28.7,54.1,7.2,482.1,Sesamum
41,24,34,32.5,61.9,6.9,472.3,Sesamum
42,23,37,32.7,65.4,6.7,426.4,Sesamum
42,20,39,32.6,56.2,7.5,421.5,Sesamum
43,21,37,32.8,56.6,7.5,447.9,Sesamum
42,20,35,29.6,65.8,6.7,467.9,Sesamum
40,21,38,29.8,56.3,6.3,466.0,Sesamum
41,22,35,31.9,56.4,6.9,422.4,Sesamum
45,24,35,30.0,61.4,7.4,453.1,Sesamum
41,24,38,30.9,64.1,6.4,416.8,Sesamum
49,20,33,32.1,54.5,6.8,414.8,Sesamum
44,24,37,29.6,59.8,6.8,478.2,Sesamum
46,22,37,29.1,57.0,7.0,461.4,Sesamum
40,23,38,29.4,64.1,6.8,413.1,Sesamum
49,21,33,29.6,60.4,7.3,463.3,Sesamum
49,24,34,31.4,60.3,6.9,491.7,Sesamum
45,24,37,29.7,56.8,6.6,441.6,Sesamum
47,20,34,31.6,55.1,6.5,489.9,Sesamum
43,22,38,31.3,60.1,6.5,413.6,Sesamum
45,24,34,32.4,61.3,7.3,490.8,Sesamum
46,22,33,29.6,64.5,6.7,491.8,Sesamum
47,24,39,29.6,62.7,6.9,424.7,Sesamum
44,22,32,28.7,61.0,6.6,420.7,Sesamum
43,22,31,29.5,62.8,6.5,478.4,Sesamum
45,21,36,31.3,61.6,7.4,488.6,Sesamum
47,22,34,32.5,58.9,7.1,424.5,Sesamum
45,20,33,27.0,58.6,6.9,428.3,Sesamum
44,22,34,30.4,63.9,6.8,408.3,Sesamum
46,23,32,30.8,65.9,7.0,463.5,Sesamum
45,22,37,32.5,65.5,6.3,494.2,Sesamum
43,23,31,30.2,54.3,7.2,440.1,Sesamum
45,23,39,31.4,63.1,7.2,452.0,Sesamum
47,22,35,31.8,56.7,6.7,425.2,Sesamum
46,20,35,30.5,57.6,7.2,443.2,Sesamum
44,21,33,30.8,57.9,6.1,474.6,Sesamum
46,19,38,31.4,62.9,7.1,409.6,Sesamum
49,25,34,31.8,64.4,6.6,492.7,Sesamum
49,22,32,31.4,63.9,7.2,416.1,Sesamum
45,22,36,28.2,57.8,7.2,422.9,Sesamum
47,23,33,30.3,54.5,6.9,472.3,Sesamum
48,20,32,30.8,56.0,6.9,458.5,Sesamum
45,21,33,31.7,58.0,7.3,449.1,Sesamum
43,21,36,28.3,64.2,7.4,452.4,Sesamum
41,22,31,31.3,59.4,6.8,435.7,Sesamum
44,20,36,30.4,60.4,6.3,430.7,Sesamum
45,21,37,31.3,60.0,6.4,415.0,Sesamum
65,35,54,21.2,79.9,6.1,565.8,Sunflower
67,39,51,20.1,68.0,6.5,629.6,Sunflower
68,36,53,22.1,74.7,6.7,562.5,Sunflower
70,39,45,23.5,71.7,6.2,563.8,Sunflower
75,38,51,21.6,70.4,6.4,625.5,Sunflower
72,39,51,20.1,76.4,7.0,646.3,Sunflower
65,37,54,23.0,76.5,6.7,540.6,Sunflower
63,33,53,22.7,78.7,6.8,569.0,Sunflower
64,34,46,23.8,73.1,6.6,579.4,Sunflower
77,34,47,21.9,81.3,6.2,551.9,Sunflower
68,37,46,20.6,76.9,7.0,549.6,Sunflower
74,35,48,23.5,80.7,6.9,610.8,Sunflower
76,34,45,21.0,82.0,6.8,591.3,Sunflower
73,38,45,22.7,68.4,6.0,556.6,Sunflower
73,36,53,20.7,71.5,6.2,605.7,Sunflower
66,35,51,24.0,77.1,6.3,545.9,Sunflower
68,34,51,21.6,80.3,6.8,572.2,Sunflower
65,32,54,23.7,81.4,6.5,594.4,Sunflower
74,37,54,21.2,72.9,6.9,634.7,Sunflower
72,34,50,22.2,79.1,6.4,625.0,Sunflower
66,37,47,21.3,81.0,6.7,628.7,Sunflower
66,33,48,24.0,77.5,6.4,631.0,Sunflower
70,34,47,20.8,77.2,6.4,632.0,Sunflower
71,33,53,22.4,74.8,7.1,629.0,Sunflower
73,31,45,23.0,78.9,5.9,636.8,Sunflower
74,33,53,23.8,68.6,5.9,643.9,Sunflower
72,37,52,19.9,73.0,7.1,544.3,Sunflower
70,33,54,21.5,74.4,6.3,610.3,Sunflower
71,34,49,22.0,78.6,6.7,627.7,Sunflower
75,32,53,21.9,79.3,6.4,551.6,Sunflower
73,38,53,22.8,82.3,6.6,597.4,Sunflower
67,33,53,20.5,73.9,5.9,549.6,Sunflower
63,35,53,21.8,72.7,6.1,628.9,Sunflower
71,32,48,23.5,76.9,7.1,589.8,Sunflower
76,32,47,22.5,79.8,6.8,594.8,Sunflower
77,36,45,22.1,81.5,6.4,657.6,Sunflower
73,35,51,22.5,67.5,6.6,645.1,Sunflower
64,38,54,23.2,70.5,6.6,620.9,Sunflower
69,33,50,22.1,67.8,7.0,600.5,Sunflower
67,37,54,21.5,72.5,6.2,547.8,Sunflower
67,34,55,22.6,72.2,7.1,631.9,Sunflower
68,38,49,20.7,81.6,6.2,640.9,Sunflower
76,36,48,22.2,80.2,6.2,649.2,Sunflower
75,32,50,23.7,79.9,7.0,593.2,Sunflower
73,35,50,20.2,80.8,7.0,541.1,Sunflower
75,32,49,23.8,68.7,5.9,622.8,Sunflower
67,32,48,23.9,76.7,6.7,649.0,Sunflower
63,37,46,21.9,79.6,7.1,565.5,Sunflower
71,37,50,19.8,77.7,6.4,601.1,Sunflower
69,34,49,24.1,82.3,6.8,597.9,Sunflower
73,34,50,22.6,79.1,6.5,636.4,Sunflower
76,34,46,23.5,68.1,6.6,547.3,Sunflower
67,37,48,22.8,69.6,7.0,560.1,Sunflower
77,32,52,20.2,77.6,6.3,630.4,Sunflower
74,34,45,20.5,68.0,6.7,635.4,Sunflower
70,31,52,20.9,71.9,6.7,619.9,Sunflower
65,38,48,20.6,71.6,6.8,565.6,Sunflower
66,34,46,19.9,68.8,6.0,600.2,Sunflower
69,33,49,24.2,71.8,6.3,571.8,Sunflower
63,36,55,21.2,68.4,7.0,572.7,Sunflower
76,35,46,22.9,77.0,6.9,544.1,Sunflower
69,36,50,22.2,79.0,6.2,543.5,Sunflower
72,33,50,22.7,78.8,6.2,578.7,Sunflower
75,38,51,22.9,72.1,6.8,545.1,Sunflower
76,33,47,23.4,69.4,6.6,626.0,Sunflower
68,39,47,23.3,73.3,6.4,636.8,Sunflower
76,38,49,20.1,79.0,6.6,613.4,Sunflower
70,38,48,21.5,72.2,6.0,600.5,Sunflower
74,33,48,20.8,73.8,6.4,650.9,Sunflower
66,38,52,20.7,79.1,6.9,542.7,Sunflower
65,38,52,21.4,78.2,6.1,574.0,Sunflower
75,36,46,21.7,77.5,6.9,549.3,Sunflower
65,37,48,22.6,68.1,6.1,644.7,Sunflower
76,34,48,20.4,82.2,6.5,607.0,Sunflower
64,39,48,23.6,75.2,6.5,592.9,Sunflower
65,35,49,20.2,68.4,5.9,593.0,Sunflower
67,32,46,21.2,74.7,6.9,575.4,Sunflower
69,38,50,23.5,68.2,6.7,562.7,Sunflower
63,33,53,22.8,74.4,6.3,650.1,Sunflower
70,31,47,23.2,74.0,6.9,586.0,Sunflower
75,37,51,19.9,73.2,6.3,586.2,Sunflower
65,34,46,21.2,70.5,6.7,633.0,Sunflower
68,39,53,22.1,77.8,6.7,622.2,Sunflower
70,37,46,23.6,79.5,6.9,639.9,Sunflower
71,35,47,23.6,75.2,6.1,610.3,Sunflower
68,35,53,22.2,69.9,7.0,608.2,Sunflower
68,38,55,22.8,72.3,6.6,617.2,Sunflower
63,36,48,22.3,81.1,6.7,658.7,Sunflower
67,36,45,21.1,77.1,6.1,645.8,Sunflower
77,38,47,23.4,77.7,5.9,587.3,Sunflower
63,37,51,20.2,73.2,6.3,576.7,Sunflower
72,32,51,22.3,77.6,6.9,542.5,Sunflower
67,33,45,22.3,79.0,6.9,564.3,Sunflower
68,37,55,19.8,77.6,6.5,626.4,Sunflower
72,33,52,20.2,68.7,6.1,656.1,Sunflower
74,35,48,23.5,73.8,6.1,596.4,Sunflower
77,32,49,21.6,72.7,6.8,576.2,Sunflower
73,37,55,22.3,70.5,6.4,572.0,Sunflower
67,37,47,19.8,79.4,6.7,597.5,Sunflower
74,37,55,20.6,75.5,6.4,595.6,Sunflower
65,37,49,23.5,77.5,6.6,580.6,Sunflower
68,35,52,22.8,76.8,6.7,612.2,Sunflower
69,36,51,21.5,81.5,6.9,617.7,Sunflower
68,37,54,21.1,79.8,5.9,641.8,Sunflower
67,36,47,23.0,80.5,6.1,619.7,Sunflower
71,36,51,22.2,77.1,6.4,648.1,Sunflower
53,28,38,26.8,61.3,5.8,499.9,Castor seed
55,26,45,26.7,67.3,6.4,515.1,Castor seed
54,31,43,26.6,66.4,6.5,502.4,Castor seed
57,28,44,25.1,71.2,6.1,532.6,Castor seed
52,25,41,26.4,64.0,6.1,533.8,Castor seed
52,28,46,24.4,64.3,6.0,561.5,Castor seed
57,29,46,27.2,65.2,6.3,570.6,Castor seed
52,26,38,26.5,70.1,6.8,571.1,Castor seed
52,27,43,24.4,67.4,6.5,595.1,Castor seed
60,25,46,28.6,71.2,6.6,524.7,Castor seed
54,30,38,26.4,71.4,5.9,515.3,Castor seed
51,27,41,25.4,68.3,5.8,589.1,Castor seed
59,29,40,24.6,67.1,5.8,580.7,Castor seed
54,29,44,27.1,72.2,6.6,529.5,Castor seed
55,28,46,25.4,67.9,6.7,519.4,Castor seed
57,25,45,28.0,70.5,5.8,572.5,Castor seed
51,30,46,25.1,73.6,5.8,499.2,Castor seed
52,27,43,27.8,71.3,6.6,581.0,Castor seed
51,27,40,27.2,72.6,6.7,571.6,Castor seed
53,29,38,26.3,68.6,6.4,578.7,Castor seed
60,27,40,28.4,73.3,5.9,557.7,Castor seed
55,30,44,25.5,69.3,6.3,555.1,Castor seed
61,28,41,24.3,73.1,5.9,498.1,Castor seed
59,28,43,23.6,63.9,5.9,539.9,Castor seed
53,29,40,28.3,67.3,5.8,518.9,Castor seed
55,29,46,23.5,63.1,5.9,565.4,Castor seed
54,30,40,26.3,68.6,5.7,580.0,Castor seed
60,31,41,25.4,69.6,5.9,510.4,Castor seed
57,26,41,25.1,65.5,6.5,602.3,Castor seed
61,29,43,27.4,64.9,5.8,514.8,Castor seed
60,26,43,24.3,72.9,5.8,598.1,Castor seed
53,25,45,28.0,66.8,5.6,565.4,Castor seed
55,27,46,27.6,66.7,6.1,571.4,Castor seed
61,28,40,24.3,63.3,6.0,592.9,Castor seed
55,28,45,24.4,63.6,5.9,550.3,Castor seed
52,27,46,27.4,72.7,5.9,545.0,Castor seed
52,26,43,24.7,72.3,6.1,556.3,Castor seed
55,25,38,28.2,65.7,6.1,578.7,Castor seed
50,29,45,26.0,74.0,6.7,500.2,Castor seed
52,25,46,28.1,68.7,5.8,596.4,Castor seed
60,28,46,24.2,65.8,6.4,575.3,Castor seed
52,27,45,26.4,62.4,6.3,566.2,Castor seed
54,31,45,25.4,71.5,6.4,567.9,Castor seed
56,26,39,24.2,66.9,6.8,603.2,Castor seed
49,25,42,24.8,62.3,6.6,509.1,Castor seed
54,31,46,25.1,70.6,6.6,547.6,Castor seed
57,25,42,26.7,74.0,5.7,510.1,Castor seed
56,28,44,23.9,65.6,6.6,552.9,Castor seed
60,26,42,27.5,70.9,6.6,569.1,Castor seed
53,28,45,25.9,74.6,6.4,503.2,Castor seed
60,25,45,23.9,69.0,5.7,582.3,Castor seed
60,28,38,28.2,66.8,6.4,545.1,Castor seed
50,25,44,27.7,66.4,6.5,584.4,Castor seed
52,27,43,24.6,62.8,6.2,601.6,Castor seed
61,25,42,24.0,73.8,6.2,506.6,Castor seed
57,29,42,24.0,70.4,6.5,560.3,Castor seed
52,31,40,26.1,73.3,6.0,554.2,Castor seed
60,31,42,27.0,70.3,6.2,579.9,Castor seed
49,29,44,27.3,72.2,6.5,576.8,Castor seed
53,25,44,25.3,66.7,5.9,535.5,Castor seed
54,26,43,27.0,64.3,6.6,543.3,Castor seed
52,26,45,24.6,67.8,6.5,530.2,Castor seed
60,26,39,28.0,66.9,5.9,568.7,Castor seed
60,30,43,25.4,74.2,6.3,559.5,Castor seed
54,31,42,24.8,65.8,6.0,543.8,Castor seed
60,30,45,27.4,62.7,6.8,576.7,Castor seed
59,29,43,26.2,67.6,6.0,551.2,Castor seed
55,28,42,27.3,72.2,5.8,524.7,Castor seed
50,26,42,24.5,72.5,6.1,499.7,Castor seed
55,31,38,27.6,73.2,6.4,550.7,Castor seed
52,26,38,26.5,68.4,5.9,586.0,Castor seed
55,31,40,26.0,69.3,5.7,513.4,Castor seed
60,25,45,25.5,71.6,5.9,522.5,Castor seed
51,30,46,28.2,61.4,6.7,500.1,Castor seed
52,26,46,24.2,69.8,6.0,553.7,Castor seed
58,30,39,24.8,61.4,6.7,587.8,Castor seed
53,26,39,26.5,68.3,6.5,495.8,Castor seed
56,26,44,23.6,73.2,6.7,555.5,Castor seed
56,25,40,25.7,72.9,6.3,507.9,Castor seed
61,31,41,24.2,71.6,6.5,599.4,Castor seed
61,26,44,28.4,74.3,5.7,549.4,Castor seed
53,27,45,26.5,63.1,6.3,602.1,Castor seed
52,29,45,26.2,72.2,6.5,500.7,Castor seed
50,27,41,27.2,61.3,6.3,568.9,Castor seed
56,30,42,27.3,63.4,6.2,569.1,Castor seed
49,26,44,25.6,63.6,6.1,543.0,Castor seed
52,28,40,25.1,72.0,6.7,551.9,Castor seed
58,30,44,24.5,61.7,6.1,497.0,Castor seed
50,25,40,26.0,62.3,6.4,588.2,Castor seed
52,28,41,26.6,68.7,6.2,584.9,Castor seed
53,28,39,25.7,68.7,6.7,559.5,Castor seed
57,30,44,26.7,72.3,6.3,564.1,Castor seed
51,30,38,23.6,69.4,6.6,551.3,Castor seed
59,29,44,23.4,67.4,6.6,547.7,Castor seed
52,26,45,24.4,68.6,6.0,554.4,Castor seed
59,26,38,27.7,65.2,5.8,588.0,Castor seed
59,31,39,28.2,69.2,6.7,527.0,Castor seed
51,29,45,23.6,70.1,6.8,552.3,Castor seed
55,28,45,27.0,70.7,6.4,555.9,Castor seed
50,30,42,26.0,73.4,6.2,536.2,Castor seed
57,29,45,25.7,64.0,6.2,579.0,Castor seed
59,31,43,24.2,62.6,6.3,576.1,Castor seed
49,28,42,26.3,67.5,6.2,531.4,Castor seed
58,29,39,25.5,70.5,6.4,536.3,Castor seed
56,29,46,26.4,74.4,6.0,554.8,Castor seed
57,30,41,25.9,61.4,6.4,583.1,Castor seed
53,31,43,28.4,67.8,6.1,529.0,Castor seed
52,30,39,25.7,67.0,6.1,528.1,Castor seed
55,30,45,27.7,61.6,6.7,516.1,Castor seed
56,33,43,19.8,70.9,6.8,394.6,Rapeseed &Mustard
54,33,42,17.6,66.7,6.6,360.2,Rapeseed &Mustard
62,32,47,17.9,60.7,7.0,384.2,Rapeseed &Mustard
65,31,42,17.1,58.7,7.0,372.0,Rapeseed &Mustard
62,30,45,19.1,65.3,7.4,439.5,Rapeseed &Mustard
65,32,47,19.6,70.2,6.3,426.3,Rapeseed &Mustard
60,31,42,18.3,70.6,6.4,378.1,Rapeseed &Mustard
62,29,43,16.6,68.2,6.8,386.9,Rapeseed &Mustard
58,31,46,18.7,70.3,7.5,363.9,Rapeseed &Mustard
62,30,40,19.2,64.1,6.9,379.4,Rapeseed &Mustard
55,32,49,19.1,63.2,7.0,432.7,Rapeseed &Mustard
54,30,45,19.6,70.7,7.2,437.9,Rapeseed &Mustard
65,32,50,16.5,68.8,7.5,425.2,Rapeseed &Mustard
65,28,50,17.7,62.7,7.4,429.1,Rapeseed &Mustard
61,31,46,19.2,69.1,7.3,362.2,Rapeseed &Mustard
63,33,40,17.7,60.5,6.7,392.2,Rapeseed &Mustard
62,30,41,16.4,71.2,6.7,377.7,Rapeseed &Mustard
65,29,41,18.0,70.8,7.2,380.9,Rapeseed &Mustard
60,30,40,18.5,66.9,6.4,413.2,Rapeseed &Mustard
61,27,43,16.3,63.0,6.4,401.3,Rapeseed &Mustard
57,28,41,18.5,69.4,7.4,425.5,Rapeseed &Mustard
65,29,46,18.2,60.8,6.7,419.6,Rapeseed &Mustard
66,32,48,19.3,61.9,7.5,421.5,Rapeseed &Mustard
62,32,50,19.3,70.7,6.6,371.1,Rapeseed &Mustard
56,30,48,19.2,63.6,7.0,418.8,Rapeseed &Mustard
63,30,44,19.1,62.5,7.2,426.0,Rapeseed &Mustard
55,30,44,18.9,67.3,6.4,395.9,Rapeseed &Mustard
56,32,45,17.6,69.1,7.3,427.6,Rapeseed &Mustard
62,31,41,16.7,69.7,7.5,377.9,Rapeseed &Mustard
57,32,46,19.5,64.4,7.0,377.3,Rapeseed &Mustard
56,29,43,19.8,70.6,6.3,393.8,Rapeseed &Mustard
55,27,45,18.8,67.8,7.2,385.8,Rapeseed &Mustard
59,27,49,18.7,68.1,6.8,395.0,Rapeseed &Mustard
66,32,44,18.2,65.1,6.5,390.5,Rapeseed &Mustard
60,33,43,16.6,70.6,7.5,384.1,Rapeseed &Mustard
64,32,44,16.5,63.3,7.1,404.9,Rapeseed &Mustard
60,33,44,18.2,66.6,7.2,365.3,Rapeseed &Mustard
63,29,49,17.2,59.4,7.7,378.8,Rapeseed &Mustard
59,32,46,18.1,61.1,7.7,362.0,Rapeseed &Mustard
61,31,42,17.5,65.4,7.5,437.6,Rapeseed &Mustard
65,31,48,17.5,68.2,7.7,394.4,Rapeseed &Mustard
64,33,41,18.8,70.3,7.6,368.5,Rapeseed &Mustard
59,31,41,16.6,60.0,7.7,381.4,Rapeseed &Mustard
57,33,49,19.1,60.4,7.4,400.3,Rapeseed &Mustard
61,30,41,18.7,62.9,7.6,385.4,Rapeseed &Mustard
57,32,47,18.0,64.1,6.9,395.4,Rapeseed &Mustard
58,29,43,18.0,66.1,6.9,407.5,Rapeseed &Mustard
56,31,47,17.3,70.2,7.1,415.3,Rapeseed &Mustard
54,30,48,18.2,69.8,7.1,377.7,Rapeseed &Mustard
59,33,47,18.6,67.3,6.8,377.7,Rapeseed &Mustard
54,28,43,19.7,61.0,7.4,364.8,Rapeseed &Mustard
65,28,49,19.3,69.2,6.6,363.1,Rapeseed &Mustard
61,33,50,18.3,70.0,7.3,431.5,Rapeseed &Mustard
62,31,43,19.0,65.4,6.6,400.1,Rapeseed &Mustard
65,29,48,16.4,70.2,6.9,393.5,Rapeseed &Mustard
61,31,50,18.7,66.1,6.5,364.0,Rapeseed &Mustard
58,29,42,18.4,59.2,6.9,382.9,Rapeseed &Mustard
62,29,46,16.4,64.0,7.4,402.4,Rapeseed &Mustard
58,28,42,19.0,61.2,6.9,374.8,Rapeseed &Mustard
59,32,48,18.2,68.9,6.9,391.4,Rapeseed &Mustard
58,31,47,17.3,70.3,6.8,410.6,Rapeseed &Mustard
